UserName,QuestionID,Title,UserRespnse,Title,ExamID,Title,ResourcePrimaryName
s991302119,49577,رابطه حلالیت با ثابت حاصل ضرب انحلالپذیری برای Sr3(PO4)2 کدام است؟,0,(Ksp/108)√5,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302120,49577,رابطه حلالیت با ثابت حاصل ضرب انحلالپذیری برای Sr3(PO4)2 کدام است؟,1,(Ksp/108)√5,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302121,49577,رابطه حلالیت با ثابت حاصل ضرب انحلالپذیری برای Sr3(PO4)2 کدام است؟,0,(Ksp/108)√5,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302123,49577,رابطه حلالیت با ثابت حاصل ضرب انحلالپذیری برای Sr3(PO4)2 کدام است؟,0,(Ksp/108)√5,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302124,49577,رابطه حلالیت با ثابت حاصل ضرب انحلالپذیری برای Sr3(PO4)2 کدام است؟,1000,(Ksp/108)√5,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302125,49577,رابطه حلالیت با ثابت حاصل ضرب انحلالپذیری برای Sr3(PO4)2 کدام است؟,1000,(Ksp/108)√5,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302126,49577,رابطه حلالیت با ثابت حاصل ضرب انحلالپذیری برای Sr3(PO4)2 کدام است؟,0,(Ksp/108)√5,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302128,49577,رابطه حلالیت با ثابت حاصل ضرب انحلالپذیری برای Sr3(PO4)2 کدام است؟,0,(Ksp/108)√5,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302129,49577,رابطه حلالیت با ثابت حاصل ضرب انحلالپذیری برای Sr3(PO4)2 کدام است؟,0,(Ksp/108)√5,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302130,49577,رابطه حلالیت با ثابت حاصل ضرب انحلالپذیری برای Sr3(PO4)2 کدام است؟,1,(Ksp/108)√5,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302134,49577,رابطه حلالیت با ثابت حاصل ضرب انحلالپذیری برای Sr3(PO4)2 کدام است؟,10,(Ksp/108)√5,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302135,49577,رابطه حلالیت با ثابت حاصل ضرب انحلالپذیری برای Sr3(PO4)2 کدام است؟,0,(Ksp/108)√5,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302136,49577,رابطه حلالیت با ثابت حاصل ضرب انحلالپذیری برای Sr3(PO4)2 کدام است؟,1,(Ksp/108)√5,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s961302120,49579,<p>حلالیت BaSO4 در آب خالص چند برابر حلالیت در 0.05M سدیم سولفات میباشد؟ Ksp=1.0*10<sup>-10</sup></p>  ,0,500 برابر بیشتر,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s961303119,49579,<p>حلالیت BaSO4 در آب خالص چند برابر حلالیت در 0.05M سدیم سولفات میباشد؟ Ksp=1.0*10<sup>-10</sup></p>  ,0,500 برابر بیشتر,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s961303120,49579,<p>حلالیت BaSO4 در آب خالص چند برابر حلالیت در 0.05M سدیم سولفات میباشد؟ Ksp=1.0*10<sup>-10</sup></p>  ,0,500 برابر بیشتر,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s971302114,49579,<p>حلالیت BaSO4 در آب خالص چند برابر حلالیت در 0.05M سدیم سولفات میباشد؟ Ksp=1.0*10<sup>-10</sup></p>  ,0,500 برابر بیشتر,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302106,49579,<p>حلالیت BaSO4 در آب خالص چند برابر حلالیت در 0.05M سدیم سولفات میباشد؟ Ksp=1.0*10<sup>-10</sup></p>  ,0,500 برابر بیشتر,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302108,49579,<p>حلالیت BaSO4 در آب خالص چند برابر حلالیت در 0.05M سدیم سولفات میباشد؟ Ksp=1.0*10<sup>-10</sup></p>  ,10,500 برابر بیشتر,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302109,49579,<p>حلالیت BaSO4 در آب خالص چند برابر حلالیت در 0.05M سدیم سولفات میباشد؟ Ksp=1.0*10<sup>-10</sup></p>  ,0,500 برابر بیشتر,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302111,49579,<p>حلالیت BaSO4 در آب خالص چند برابر حلالیت در 0.05M سدیم سولفات میباشد؟ Ksp=1.0*10<sup>-10</sup></p>  ,10,500 برابر بیشتر,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302112,49579,<p>حلالیت BaSO4 در آب خالص چند برابر حلالیت در 0.05M سدیم سولفات میباشد؟ Ksp=1.0*10<sup>-10</sup></p>  ,1000,500 برابر بیشتر,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302113,49579,<p>حلالیت BaSO4 در آب خالص چند برابر حلالیت در 0.05M سدیم سولفات میباشد؟ Ksp=1.0*10<sup>-10</sup></p>  ,1000,500 برابر بیشتر,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302114,49579,<p>حلالیت BaSO4 در آب خالص چند برابر حلالیت در 0.05M سدیم سولفات میباشد؟ Ksp=1.0*10<sup>-10</sup></p>  ,0,500 برابر بیشتر,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302115,49579,<p>حلالیت BaSO4 در آب خالص چند برابر حلالیت در 0.05M سدیم سولفات میباشد؟ Ksp=1.0*10<sup>-10</sup></p>  ,0,500 برابر بیشتر,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302119,49579,<p>حلالیت BaSO4 در آب خالص چند برابر حلالیت در 0.05M سدیم سولفات میباشد؟ Ksp=1.0*10<sup>-10</sup></p>  ,0,500 برابر بیشتر,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302120,49579,<p>حلالیت BaSO4 در آب خالص چند برابر حلالیت در 0.05M سدیم سولفات میباشد؟ Ksp=1.0*10<sup>-10</sup></p>  ,0,500 برابر بیشتر,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302121,49579,<p>حلالیت BaSO4 در آب خالص چند برابر حلالیت در 0.05M سدیم سولفات میباشد؟ Ksp=1.0*10<sup>-10</sup></p>  ,1000,500 برابر بیشتر,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302123,49579,<p>حلالیت BaSO4 در آب خالص چند برابر حلالیت در 0.05M سدیم سولفات میباشد؟ Ksp=1.0*10<sup>-10</sup></p>  ,0,500 برابر بیشتر,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302124,49579,<p>حلالیت BaSO4 در آب خالص چند برابر حلالیت در 0.05M سدیم سولفات میباشد؟ Ksp=1.0*10<sup>-10</sup></p>  ,10,500 برابر بیشتر,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302125,49579,<p>حلالیت BaSO4 در آب خالص چند برابر حلالیت در 0.05M سدیم سولفات میباشد؟ Ksp=1.0*10<sup>-10</sup></p>  ,1,500 برابر بیشتر,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302126,49579,<p>حلالیت BaSO4 در آب خالص چند برابر حلالیت در 0.05M سدیم سولفات میباشد؟ Ksp=1.0*10<sup>-10</sup></p>  ,0,500 برابر بیشتر,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302128,49579,<p>حلالیت BaSO4 در آب خالص چند برابر حلالیت در 0.05M سدیم سولفات میباشد؟ Ksp=1.0*10<sup>-10</sup></p>  ,0,500 برابر بیشتر,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302129,49579,<p>حلالیت BaSO4 در آب خالص چند برابر حلالیت در 0.05M سدیم سولفات میباشد؟ Ksp=1.0*10<sup>-10</sup></p>  ,0,500 برابر بیشتر,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302130,49579,<p>حلالیت BaSO4 در آب خالص چند برابر حلالیت در 0.05M سدیم سولفات میباشد؟ Ksp=1.0*10<sup>-10</sup></p>  ,10,500 برابر بیشتر,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302134,49579,<p>حلالیت BaSO4 در آب خالص چند برابر حلالیت در 0.05M سدیم سولفات میباشد؟ Ksp=1.0*10<sup>-10</sup></p>  ,1000,500 برابر بیشتر,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302135,49579,<p>حلالیت BaSO4 در آب خالص چند برابر حلالیت در 0.05M سدیم سولفات میباشد؟ Ksp=1.0*10<sup>-10</sup></p>  ,0,500 برابر بیشتر,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s991302136,49579,<p>حلالیت BaSO4 در آب خالص چند برابر حلالیت در 0.05M سدیم سولفات میباشد؟ Ksp=1.0*10<sup>-10</sup></p>  ,0,500 برابر بیشتر,5780,آزمون شیمی عمومی 2,شیمی عمومی ۲ گروه (۴)
s951302123,53828,"<p dir=""ltr"">متون تخصصی 1400</p>    <p dir=""ltr""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">Nucleoli are dense body. This means that:</span></p>  ",10,"<p style=""text-align: left;""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">They are compact.</span></p>  ",6168,متون تخصصی 1400,متون تخصصی زیست شناسی سلولی و مولکولی گروه (۱)
s961302126,53828,"<p dir=""ltr"">متون تخصصی 1400</p>    <p dir=""ltr""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">Nucleoli are dense body. This means that:</span></p>  ",10,"<p style=""text-align: left;""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">They are compact.</span></p>  ",6168,متون تخصصی 1400,متون تخصصی زیست شناسی سلولی و مولکولی گروه (۱)
s971302101,53828,"<p dir=""ltr"">متون تخصصی 1400</p>    <p dir=""ltr""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">Nucleoli are dense body. This means that:</span></p>  ",10,"<p style=""text-align: left;""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">They are compact.</span></p>  ",6168,متون تخصصی 1400,متون تخصصی زیست شناسی سلولی و مولکولی گروه (۱)
s971302102,53828,"<p dir=""ltr"">متون تخصصی 1400</p>    <p dir=""ltr""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">Nucleoli are dense body. This means that:</span></p>  ",10,"<p style=""text-align: left;""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">They are compact.</span></p>  ",6168,متون تخصصی 1400,متون تخصصی زیست شناسی سلولی و مولکولی گروه (۱)
s971302105,53828,"<p dir=""ltr"">متون تخصصی 1400</p>    <p dir=""ltr""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">Nucleoli are dense body. This means that:</span></p>  ",10,"<p style=""text-align: left;""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">They are compact.</span></p>  ",6168,متون تخصصی 1400,متون تخصصی زیست شناسی سلولی و مولکولی گروه (۱)
s971302107,53828,"<p dir=""ltr"">متون تخصصی 1400</p>    <p dir=""ltr""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">Nucleoli are dense body. This means that:</span></p>  ",10,"<p style=""text-align: left;""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">They are compact.</span></p>  ",6168,متون تخصصی 1400,متون تخصصی زیست شناسی سلولی و مولکولی گروه (۱)
s971302108,53828,"<p dir=""ltr"">متون تخصصی 1400</p>    <p dir=""ltr""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">Nucleoli are dense body. This means that:</span></p>  ",10,"<p style=""text-align: left;""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">They are compact.</span></p>  ",6168,متون تخصصی 1400,متون تخصصی زیست شناسی سلولی و مولکولی گروه (۱)
s971302109,53828,"<p dir=""ltr"">متون تخصصی 1400</p>    <p dir=""ltr""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">Nucleoli are dense body. This means that:</span></p>  ",10,"<p style=""text-align: left;""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">They are compact.</span></p>  ",6168,متون تخصصی 1400,متون تخصصی زیست شناسی سلولی و مولکولی گروه (۱)
s971302113,53828,"<p dir=""ltr"">متون تخصصی 1400</p>    <p dir=""ltr""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">Nucleoli are dense body. This means that:</span></p>  ",10,"<p style=""text-align: left;""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">They are compact.</span></p>  ",6168,متون تخصصی 1400,متون تخصصی زیست شناسی سلولی و مولکولی گروه (۱)
s971302114,53828,"<p dir=""ltr"">متون تخصصی 1400</p>    <p dir=""ltr""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">Nucleoli are dense body. This means that:</span></p>  ",10,"<p style=""text-align: left;""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">They are compact.</span></p>  ",6168,متون تخصصی 1400,متون تخصصی زیست شناسی سلولی و مولکولی گروه (۱)
s971302117,53828,"<p dir=""ltr"">متون تخصصی 1400</p>    <p dir=""ltr""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">Nucleoli are dense body. This means that:</span></p>  ",10,"<p style=""text-align: left;""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">They are compact.</span></p>  ",6168,متون تخصصی 1400,متون تخصصی زیست شناسی سلولی و مولکولی گروه (۱)
s971302122,53828,"<p dir=""ltr"">متون تخصصی 1400</p>    <p dir=""ltr""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">Nucleoli are dense body. This means that:</span></p>  ",10,"<p style=""text-align: left;""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">They are compact.</span></p>  ",6168,متون تخصصی 1400,متون تخصصی زیست شناسی سلولی و مولکولی گروه (۱)
s971302123,53828,"<p dir=""ltr"">متون تخصصی 1400</p>    <p dir=""ltr""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">Nucleoli are dense body. This means that:</span></p>  ",10,"<p style=""text-align: left;""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">They are compact.</span></p>  ",6168,متون تخصصی 1400,متون تخصصی زیست شناسی سلولی و مولکولی گروه (۱)
s971302124,53828,"<p dir=""ltr"">متون تخصصی 1400</p>    <p dir=""ltr""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">Nucleoli are dense body. This means that:</span></p>  ",10,"<p style=""text-align: left;""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">They are compact.</span></p>  ",6168,متون تخصصی 1400,متون تخصصی زیست شناسی سلولی و مولکولی گروه (۱)
s971302125,53828,"<p dir=""ltr"">متون تخصصی 1400</p>    <p dir=""ltr""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">Nucleoli are dense body. This means that:</span></p>  ",10,"<p style=""text-align: left;""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">They are compact.</span></p>  ",6168,متون تخصصی 1400,متون تخصصی زیست شناسی سلولی و مولکولی گروه (۱)
s971302127,53828,"<p dir=""ltr"">متون تخصصی 1400</p>    <p dir=""ltr""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">Nucleoli are dense body. This means that:</span></p>  ",10,"<p style=""text-align: left;""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">They are compact.</span></p>  ",6168,متون تخصصی 1400,متون تخصصی زیست شناسی سلولی و مولکولی گروه (۱)
s971302129,53828,"<p dir=""ltr"">متون تخصصی 1400</p>    <p dir=""ltr""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">Nucleoli are dense body. This means that:</span></p>  ",10,"<p style=""text-align: left;""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">They are compact.</span></p>  ",6168,متون تخصصی 1400,متون تخصصی زیست شناسی سلولی و مولکولی گروه (۱)
s971302501,53828,"<p dir=""ltr"">متون تخصصی 1400</p>    <p dir=""ltr""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">Nucleoli are dense body. This means that:</span></p>  ",10,"<p style=""text-align: left;""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">They are compact.</span></p>  ",6168,متون تخصصی 1400,متون تخصصی زیست شناسی سلولی و مولکولی گروه (۱)
t13160,53828,"<p dir=""ltr"">متون تخصصی 1400</p>    <p dir=""ltr""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">Nucleoli are dense body. This means that:</span></p>  ",0,"<p style=""text-align: left;""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">They are compact.</span></p>  ",6168,متون تخصصی 1400,متون تخصصی زیست شناسی سلولی و مولکولی گروه (۱)
s951302123,53842,"<p style=""text-align: left;"">متون تخصصی 1400</p>    <p style=""text-align: left;""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">Nucleoli are the site of ribosome synthesis. This means that:</span></p>    <p style=""text-align: left;"">&nbsp;</p>    <p style=""text-align: left;"">&nbsp;</p>    <p style=""text-align: left;"">&nbsp;</p>  ",1,"<p style=""text-align: left;""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">They are the site of rRNA synthesis.</span></p>  ",6168,متون تخصصی 1400,متون تخصصی زیست شناسی سلولی و مولکولی گروه (۱)
s961302126,53842,"<p style=""text-align: left;"">متون تخصصی 1400</p>    <p style=""text-align: left;""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">Nucleoli are the site of ribosome synthesis. This means that:</span></p>    <p style=""text-align: left;"">&nbsp;</p>    <p style=""text-align: left;"">&nbsp;</p>    <p style=""text-align: left;"">&nbsp;</p>  ",1,"<p style=""text-align: left;""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">They are the site of rRNA synthesis.</span></p>  ",6168,متون تخصصی 1400,متون تخصصی زیست شناسی سلولی و مولکولی گروه (۱)
s971302101,53842,"<p style=""text-align: left;"">متون تخصصی 1400</p>    <p style=""text-align: left;""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">Nucleoli are the site of ribosome synthesis. This means that:</span></p>    <p style=""text-align: left;"">&nbsp;</p>    <p style=""text-align: left;"">&nbsp;</p>    <p style=""text-align: left;"">&nbsp;</p>  ",1,"<p style=""text-align: left;""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">They are the site of rRNA synthesis.</span></p>  ",6168,متون تخصصی 1400,متون تخصصی زیست شناسی سلولی و مولکولی گروه (۱)
s971302102,53842,"<p style=""text-align: left;"">متون تخصصی 1400</p>    <p style=""text-align: left;""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">Nucleoli are the site of ribosome synthesis. This means that:</span></p>    <p style=""text-align: left;"">&nbsp;</p>    <p style=""text-align: left;"">&nbsp;</p>    <p style=""text-align: left;"">&nbsp;</p>  ",10,"<p style=""text-align: left;""><span style=""font-size:12.0pt;line-height:115%;  font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;mso-fareast-font-family:Calibri;  mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">They are the site of rRNA synthesis.</span></p>  ",6168,متون تخصصی 1400,متون تخصصی زیست شناسی سلولی و مولکولی گروه (۱)
